Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
5537,US-2019-167472,06-Jun-2019,07-Jun-2019,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,11.67,3,5.6016,0,COD
5538,US-2019-167472,06-Jun-2019,07-Jun-2019,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,Arkansas,South,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,12.96,2,6.2208,0,Online
9120,US-2019-155971,06-Jun-2019,12-Jun-2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Los Angeles,California,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,22.05,7,10.584,0,COD
9121,US-2019-155971,06-Jun-2019,12-Jun-2019,Standard Class,RB-19795,Ross Baird,Home Office,United States,Los Angeles,California,West,OFF-PA-10000210,Office Supplies,Paper,Xerox Blank Computer Paper,99.9,5,46.953,0,COD
9661,CA-2019-160717,06-Jun-2019,11-Jun-2019,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,3023.928,9,226.7946,0,COD
9662,CA-2019-160717,06-Jun-2019,11-Jun-2019,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,West,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,26.96,2,3.7744,0,Online
9663,CA-2019-160717,06-Jun-2019,11-Jun-2019,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Santa Barbara,California,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,477.6,3,161.19,0,Online
9898,CA-2019-112830,06-Jun-2019,10-Jun-2019,Standard Class,LP-17095,Liz Preis,Consumer,United States,Fairfield,Ohio,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,466.32,3,34.974,0,COD
9899,CA-2019-112830,06-Jun-2019,10-Jun-2019,Standard Class,LP-17095,Liz Preis,Consumer,United States,Fairfield,Ohio,East,FUR-FU-10004845,Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",82.64,2,0,0,Online
3149,CA-2019-120558,07-Jun-2019,10-Jun-2019,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,15.552,0,COD
3577,CA-2019-103163,07-Jun-2019,11-Jun-2019,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,West,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,4.784,1,1.5548,0,Online
3578,CA-2019-103163,07-Jun-2019,11-Jun-2019,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,West,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.73,1,2.3177,0,COD
9583,CA-2019-107475,07-Jun-2019,11-Jun-2019,Standard Class,RS-19870,Roy Skaria,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,9.648,6,3.4974,0,COD
1927,US-2019-139710,09-Jun-2019,15-Jun-2019,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Los Angeles,California,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,19.9665,0,COD
2839,CA-2019-147368,09-Jun-2019,12-Jun-2019,First Class,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,-27.828,0,COD
5468,CA-2019-122448,09-Jun-2019,14-Jun-2019,Standard Class,DB-13210,Dean Braden,Consumer,United States,San Francisco,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,13.7646,0,COD
6047,CA-2019-154662,09-Jun-2019,16-Jun-2019,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,Minneapolis,Minnesota,Central,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",692.94,3,173.235,0,COD
557,CA-2019-113243,10-Jun-2019,15-Jun-2019,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,9.936,0,COD
558,CA-2019-113243,10-Jun-2019,15-Jun-2019,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,4,-217.048,0,Online
559,CA-2019-113243,10-Jun-2019,15-Jun-2019,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,15.552,0,COD
4583,CA-2019-121993,10-Jun-2019,12-Jun-2019,First Class,JB-16000,Joy Bell-,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10003720,Office Supplies,Labels,Avery 487,23.616,8,7.9704,0,COD
2428,CA-2019-169922,11-Jun-2019,17-Jun-2019,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,4,-2.1504,0,COD
2429,CA-2019-169922,11-Jun-2019,17-Jun-2019,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.272,4,-13.6488,0,Online
2430,CA-2019-169922,11-Jun-2019,17-Jun-2019,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,7,-9.0944,0,Online
2758,CA-2019-127775,11-Jun-2019,13-Jun-2019,Second Class,ES-14020,Erica Smith,Consumer,United States,New York City,New York,East,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,3,71.991,0,Online
5668,CA-2019-142405,11-Jun-2019,15-Jun-2019,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,6.8714,0,COD
5669,CA-2019-142405,11-Jun-2019,15-Jun-2019,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,14,17.5448,0,Online
5670,CA-2019-142405,11-Jun-2019,15-Jun-2019,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Seattle,Washington,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,132.5898,0,COD
8370,CA-2019-118745,11-Jun-2019,16-Jun-2019,Standard Class,SV-20365,Seth Vernon,Consumer,United States,Los Angeles,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,902.712,3,33.8517,0,Online
3,CA-2019-138688,12-Jun-2019,16-Jun-2019,Second Class,DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,6.8714,0,Online
80,CA-2019-127208,12-Jun-2019,15-Jun-2019,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,56.2032,0,Online
81,CA-2019-127208,12-Jun-2019,15-Jun-2019,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,8.0352,0,Online
120,CA-2019-103730,12-Jun-2019,15-Jun-2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,18.3456,0,Online
121,CA-2019-103730,12-Jun-2019,15-Jun-2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,13.878,0,Online
122,CA-2019-103730,12-Jun-2019,15-Jun-2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,63.4368,0,Online
123,CA-2019-103730,12-Jun-2019,15-Jun-2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,51.759,0,COD
124,CA-2019-103730,12-Jun-2019,15-Jun-2019,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,19.7316,0,Online
437,CA-2019-147375,12-Jun-2019,14-Jun-2019,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979,3,43.1991,0,Online
438,CA-2019-147375,12-Jun-2019,14-Jun-2019,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,313.488,7,113.6394,0,COD
2903,CA-2019-164035,12-Jun-2019,17-Jun-2019,Standard Class,CR-12730,Craig Reiter,Consumer,United States,Chicago,Illinois,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,23.12,5,8.381,0,COD
7148,CA-2019-139941,12-Jun-2019,17-Jun-2019,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,East,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",92.94,3,41.823,0,COD
7149,CA-2019-139941,12-Jun-2019,17-Jun-2019,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,52.56,3,18.396,0,COD
8224,CA-2019-104633,12-Jun-2019,16-Jun-2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Pasadena,California,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",185.88,6,83.646,0,COD
8225,CA-2019-104633,12-Jun-2019,16-Jun-2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Pasadena,California,West,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,12.96,2,6.2208,0,COD
8717,CA-2019-120824,12-Jun-2019,16-Jun-2019,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,64.384,4,-160.96,0,COD
8718,CA-2019-120824,12-Jun-2019,16-Jun-2019,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,Central,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,6.984,2,-4.5396,0,COD
8719,CA-2019-120824,12-Jun-2019,16-Jun-2019,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,Central,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,11.264,8,3.9424,0,COD
8720,CA-2019-120824,12-Jun-2019,16-Jun-2019,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,Central,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,15.552,3,5.6376,0,COD
8721,CA-2019-120824,12-Jun-2019,16-Jun-2019,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,Central,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,379.372,2,-119.2312,0,COD
8722,CA-2019-120824,12-Jun-2019,16-Jun-2019,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,Central,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,67.536,9,6.7536,0,COD
8723,CA-2019-120824,12-Jun-2019,16-Jun-2019,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,Central,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1.524,2,-2.667,0,COD
3662,CA-2019-155005,13-Jun-2019,15-Jun-2019,Second Class,SC-20050,Sample Company A,Home Office,United States,Jackson,Michigan,Central,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,377.97,3,94.4925,0,Online
4142,CA-2019-136287,13-Jun-2019,17-Jun-2019,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Wichita,Kansas,Central,OFF-LA-10003148,Office Supplies,Labels,Avery 51,18.9,3,8.694,0,COD
6594,CA-2019-126795,13-Jun-2019,16-Jun-2019,Second Class,GT-14710,Greg Tran,Consumer,United States,New York City,New York,East,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,33.568,2,11.7488,0,COD
1099,CA-2019-107216,14-Jun-2019,17-Jun-2019,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4,2.0416,0,COD
1100,CA-2019-107216,14-Jun-2019,17-Jun-2019,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,West,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,4.1031,0,Online
1101,CA-2019-107216,14-Jun-2019,17-Jun-2019,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1,9.6657,0,COD
1102,CA-2019-107216,14-Jun-2019,17-Jun-2019,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3,2.5056,0,COD
5428,US-2019-108497,14-Jun-2019,14-Jun-2019,Same Day,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,5,35.245,0,Online
5871,CA-2019-128223,14-Jun-2019,14-Jun-2019,Same Day,EB-13705,Ed Braxton,Corporate,United States,Anaheim,California,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1293.488,7,80.843,0,COD
7880,CA-2019-155747,14-Jun-2019,21-Jun-2019,Standard Class,JS-15685,Jim Sink,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,337.176,2,-118.0116,0,Cards
7992,CA-2019-133872,14-Jun-2019,17-Jun-2019,First Class,VM-21835,Vivian Mathis,Consumer,United States,Boca Raton,Florida,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,39.936,4,-26.624,0,Cards
7993,CA-2019-133872,14-Jun-2019,17-Jun-2019,First Class,VM-21835,Vivian Mathis,Consumer,United States,Boca Raton,Florida,South,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",18.464,2,2.308,0,Online
9060,CA-2019-132304,14-Jun-2019,18-Jun-2019,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Seattle,Washington,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,1115.17,7,334.551,0,Cards
6050,CA-2019-152765,15-Jun-2019,18-Jun-2019,First Class,LS-17245,Lynn Smith,Consumer,United States,Houston,Texas,Central,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,173.488,7,54.215,0,Online
4179,CA-2019-148593,16-Jun-2019,18-Jun-2019,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46.35,5,21.7845,0,Cards
9456,CA-2019-140977,16-Jun-2019,19-Jun-2019,Second Class,JL-15175,James Lanier,Home Office,United States,Chattanooga,Tennessee,South,TEC-MA-10003493,Technology,Machines,Penpower WorldCard Pro Card Scanner,91.475,1,-1.8295,0,COD
9744,CA-2019-137127,16-Jun-2019,22-Jun-2019,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Newark,Delaware,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,9.45,3,4.536,0,Online
56,CA-2019-111682,17-Jun-2019,18-Jun-2019,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,52.14,0,Cards
57,CA-2019-111682,17-Jun-2019,18-Jun-2019,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,15.552,0,Online
58,CA-2019-111682,17-Jun-2019,18-Jun-2019,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,7.098,0,Online
59,CA-2019-111682,17-Jun-2019,18-Jun-2019,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,6.9888,0,Cards
60,CA-2019-111682,17-Jun-2019,18-Jun-2019,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,2,3.3,0,Online
61,CA-2019-111682,17-Jun-2019,18-Jun-2019,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,16.362,0,COD
62,CA-2019-111682,17-Jun-2019,18-Jun-2019,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.84,0,Online
1552,CA-2019-159345,17-Jun-2019,22-Jun-2019,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,San Diego,California,West,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934,111.96,2,54.8604,0,Cards
3537,CA-2019-145842,17-Jun-2019,20-Jun-2019,Second Class,FM-14380,Fred McMath,Consumer,United States,New York City,New York,East,OFF-ST-10000419,Office Supplies,Storage,"Rogers Jumbo File, Granite",40.74,3,0.4074,0,COD
6616,CA-2019-123512,17-Jun-2019,19-Jun-2019,First Class,MV-18190,Mike Vittorini,Consumer,United States,Los Angeles,California,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",239.666,2,14.098,0,COD
6617,CA-2019-123512,17-Jun-2019,19-Jun-2019,First Class,MV-18190,Mike Vittorini,Consumer,United States,Los Angeles,California,West,OFF-LA-10000081,Office Supplies,Labels,Avery 496,22.5,6,10.8,0,COD
6618,CA-2019-123512,17-Jun-2019,19-Jun-2019,First Class,MV-18190,Mike Vittorini,Consumer,United States,Los Angeles,California,West,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,219.84,4,107.7216,0,Online
7532,CA-2019-107146,17-Jun-2019,19-Jun-2019,First Class,LC-16885,Lena Creighton,Consumer,United States,Longmont,Colorado,West,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",266.352,3,-13.3176,0,Cards
7533,CA-2019-107146,17-Jun-2019,19-Jun-2019,First Class,LC-16885,Lena Creighton,Consumer,United States,Longmont,Colorado,West,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",483.136,4,54.3528,0,Cards
7744,CA-2019-133613,17-Jun-2019,22-Jun-2019,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,East,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,7.96,2,3.7412,0,COD
7745,CA-2019-133613,17-Jun-2019,22-Jun-2019,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,566.97,3,153.0819,0,Cards
7746,CA-2019-133613,17-Jun-2019,22-Jun-2019,Standard Class,CP-12340,Christine Phan,Corporate,United States,Waterbury,Connecticut,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,9.84,3,2.8536,0,Cards
9604,CA-2019-129861,17-Jun-2019,23-Jun-2019,Standard Class,DM-13345,Denise Monton,Corporate,United States,Rochester,New York,East,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,376.866,3,-213.5574,0,Online
6849,US-2019-163461,18-Jun-2019,21-Jun-2019,First Class,BT-11440,Bobby Trafton,Consumer,United States,Frankfort,Illinois,Central,OFF-PA-10003134,Office Supplies,Paper,Xerox 1937,76.864,2,26.9024,0,COD
9548,CA-2019-131744,18-Jun-2019,20-Jun-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.848,2,2.14,0,Cards
9549,CA-2019-131744,18-Jun-2019,20-Jun-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,4.626,2,-3.855,0,Online
9550,CA-2019-131744,18-Jun-2019,20-Jun-2019,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AP-10001394,Office Supplies,Appliances,Harmony Air Purifier,453.6,3,90.72,0,COD
941,CA-2019-105760,19-Jun-2019,20-Jun-2019,First Class,KC-16255,Karen Carlisle,Corporate,United States,San Francisco,California,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,2,8.0464,0,COD
48,CA-2019-169194,20-Jun-2019,25-Jun-2019,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45,3,4.95,0,Online
49,CA-2019-169194,20-Jun-2019,25-Jun-2019,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,6.104,0,Online
851,CA-2019-152534,20-Jun-2019,25-Jun-2019,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,5.16,2,1.3416,0,Online
852,CA-2019-152534,20-Jun-2019,25-Jun-2019,Second Class,DP-13105,Dave Poirier,Corporate,United States,Salinas,California,West,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,38.88,6,18.6624,0,Cards
934,CA-2019-140081,20-Jun-2019,24-Jun-2019,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056,8,15.2064,0,Cards
935,CA-2019-140081,20-Jun-2019,24-Jun-2019,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,29.718,6,-21.7932,0,COD
936,CA-2019-140081,20-Jun-2019,24-Jun-2019,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,15.552,3,5.4432,0,COD
937,CA-2019-140081,20-Jun-2019,24-Jun-2019,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696,2,33.5772,0,Cards
1307,CA-2019-141397,20-Jun-2019,21-Jun-2019,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,46.76,7,22.4448,0,Cards
1308,CA-2019-141397,20-Jun-2019,21-Jun-2019,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,6.4206,0,COD
1309,CA-2019-141397,20-Jun-2019,21-Jun-2019,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,21.78,2,5.6628,0,COD
1310,CA-2019-141397,20-Jun-2019,21-Jun-2019,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94,3,9.7164,0,Online
1311,CA-2019-141397,20-Jun-2019,21-Jun-2019,First Class,RC-19825,Roy Collins,Consumer,United States,Pasadena,California,West,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,161.568,2,-8.0784,0,Online
1945,CA-2019-108581,20-Jun-2019,26-Jun-2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,26.3912,0,Online
1946,CA-2019-108581,20-Jun-2019,26-Jun-2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,3.6288,0,COD
7287,CA-2019-149965,20-Jun-2019,25-Jun-2019,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,Central,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,6.9,1,0.552,0,Cards
7288,CA-2019-149965,20-Jun-2019,25-Jun-2019,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,23.6529,0,Online
5226,CA-2019-119865,21-Jun-2019,26-Jun-2019,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,36.56,5,12.796,0,COD
